Gene Name,GenBank Gene ID,Drug ID
FGFR1,X51803, DB08896
FGFR1,X51803, DB09078
FGFR1,X51803, DB09079
FGFR1,X51803, DB11886
FGFR1,X51803, DB12147
FGFR1,X51803, DB15102
FGFR3,M58051,DB09078
FGFR3,M58051, DB09079
FGFR3,M58051, DB11886
FGFR3,M58051, DB12147
FGFR3,M58051, DB15102
GLP2R,AF105367,DB08900
VAMP1,M36200,DB00042
VAMP2,M36205,DB00042
SYT2,AK090672,DB00042
MS4A2,D10583,DB00043
COL2A1,X16468,DB00048
PPP3R2,AF145026,DB00091
PPP3R2,AF145026, DB11693
SSTR5,L14865,DB04894
SSTR5,L14865, DB09099
SSTR5,L14865, DB13985
SSTR5,L14865, DB15494
DDC,M76180,DB00190
DDC,M76180, DB00968
DDC,M76180, DB12783
BCHE,M32391,DB00382
BCHE,M32391, DB00449
BCHE,M32391, DB00545
BCHE,M32391, DB00677
BCHE,M32391, DB00733
BCHE,M32391, DB00772
BCHE,M32391, DB00941
BCHE,M32391, DB00989
BCHE,M32391, DB01010
BCHE,M32391, DB01057
BCHE,M32391, DB01221
TYMP,M63193,DB09343
MAOB,S62734,DB00191
MAOB,S62734, DB00752
MAOB,S62734, DB00780
MAOB,S62734, DB01037
MAOB,S62734, DB01247
MAOB,S62734, DB01363
MAOB,S62734, DB01367
MAOB,S62734, DB01442
MAOB,S62734, DB01577
MAOB,S62734, DB01626
MAOB,S62734, DB06654
MAOB,S62734,DB00182
MAOB,S62734, DB01168
MAOA,M68840,DB00191
MAOA,M68840, DB00752
MAOA,M68840, DB00780
MAOA,M68840, DB00805
MAOA,M68840, DB01171
MAOA,M68840, DB01247
MAOA,M68840, DB01363
MAOA,M68840, DB01442
MAOA,M68840, DB01577
MAOA,M68840,DB00182
MAOA,M68840, DB01168
XDH,D11456,DB00437
XDH,D11456, DB04854
CDK6,X66365,DB09073
CDK6,X66365, DB11730
CDK6,X66365, DB12001
CDK6,X66365, DB15442
ADA,X02994,DB00552
ADA,X02994, DB00975
CDK4,M14505,DB09073
CDK4,M14505, DB11730
CDK4,M14505, DB12001
CDK4,M14505, DB15442
CACNA1B,M94172,DB01202
CACNA1B,M94172, DB05885
CACNA1B,M94172, DB06283
CACNA1B,M94172, DB08838
CACNA1B,M94172, DB09231
CACNA1B,M94172, DB09232
CACNA1B,M94172,DB00228
CACNA1B,M94172, DB11148
FADS2,AF126799,DB00132
ELOVL4,AF279654,DB09568
SDHD,AB006202,DB00756
VKORC1L1,AY423045,DB00170
GABBR2,AJ012188,DB00181
GABBR2,AJ012188, DB08891
GABBR2,AJ012188, DB08892
CHRNA7,X70297,DB00184
CHRNA7,X70297, DB00333
CHRNA7,X70297, DB00674
CHRNA7,X70297, DB11726
CHRNA7,X70297,DB00202
GABRB1,X14767,DB00431
GABRB1,X14767, DB01440
GABRB1,X14767, DB01567
GABRB1,X14767,DB00186
GABRB1,X14767, DB00189
GABRB1,X14767, DB00228
GABRB1,X14767, DB00231
GABRB1,X14767, DB00237
GABRB1,X14767, DB00241
GABRB1,X14767, DB00292
GABRB1,X14767, DB00306
GABRB1,X14767, DB00312
GABRB1,X14767, DB00349
GABRB1,X14767, DB00371
GABRB1,X14767, DB00402
GABRB1,X14767, DB00404
GABRB1,X14767, DB00463
GABRB1,X14767, DB00475
GABRB1,X14767, DB00546
GABRB1,X14767, DB00628
GABRB1,X14767, DB00683
GABRB1,X14767, DB00690
GABRB1,X14767, DB00753
GABRB1,X14767, DB00794
GABRB1,X14767, DB00801
GABRB1,X14767, DB00818
GABRB1,X14767, DB00829
GABRB1,X14767, DB00842
GABRB1,X14767, DB00897
GABRB1,X14767, DB01028
GABRB1,X14767, DB01068
GABRB1,X14767, DB01107
GABRB1,X14767, DB01159
GABRB1,X14767, DB01189
GABRB1,X14767, DB01205
GABRB1,X14767, DB01215
GABRB1,X14767, DB01236
GABRB1,X14767, DB01437
GABRB1,X14767, DB01489
GABRB1,X14767, DB01511
GABRB1,X14767, DB01544
GABRB1,X14767, DB01545
GABRB1,X14767, DB01553
GABRB1,X14767, DB01558
GABRB1,X14767, DB01559
GABRB1,X14767, DB01587
GABRB1,X14767, DB01588
GABRB1,X14767, DB01589
GABRB1,X14767, DB01594
GABRB1,X14767, DB01595
GABRB1,X14767, DB01956
GABRB1,X14767, DB09017
GABRB1,X14767, DB09118
GABRB1,X14767, DB09166
GABRB1,X14767, DB11582
GABRB1,X14767, DB11859
GABRB1,X14767, DB12404
GABRB1,X14767, DB13335
GABRB1,X14767, DB13437
GABRB1,X14767, DB13643
GABRB1,X14767, DB13837
GABRB1,X14767, DB13872
GABRB1,X14767, DB14028
GABRB1,X14767, DB14672
GABRB1,X14767, DB14715
GABRB1,X14767, DB14719
GABRB1,X14767, DB15489
GABRB3,M82919,DB00592
GABRB3,M82919, DB00818
GABRB3,M82919, DB01567
GABRB3,M82919, DB06716
GABRB3,M82919,DB00186
GABRB3,M82919, DB00189
GABRB3,M82919, DB00228
GABRB3,M82919, DB00231
GABRB3,M82919, DB00237
GABRB3,M82919, DB00241
GABRB3,M82919, DB00292
GABRB3,M82919, DB00306
GABRB3,M82919, DB00312
GABRB3,M82919, DB00349
GABRB3,M82919, DB00371
GABRB3,M82919, DB00402
GABRB3,M82919, DB00404
GABRB3,M82919, DB00463
GABRB3,M82919, DB00475
GABRB3,M82919, DB00546
GABRB3,M82919, DB00628
GABRB3,M82919, DB00683
GABRB3,M82919, DB00690
GABRB3,M82919, DB00753
GABRB3,M82919, DB00794
GABRB3,M82919, DB00801
GABRB3,M82919, DB00829
GABRB3,M82919, DB00842
GABRB3,M82919, DB00897
GABRB3,M82919, DB01028
GABRB3,M82919, DB01068
GABRB3,M82919, DB01107
GABRB3,M82919, DB01159
GABRB3,M82919, DB01189
GABRB3,M82919, DB01205
GABRB3,M82919, DB01215
GABRB3,M82919, DB01236
GABRB3,M82919, DB01437
GABRB3,M82919, DB01489
GABRB3,M82919, DB01511
GABRB3,M82919, DB01544
GABRB3,M82919, DB01545
GABRB3,M82919, DB01553
GABRB3,M82919, DB01558
GABRB3,M82919, DB01559
GABRB3,M82919, DB01587
GABRB3,M82919, DB01588
GABRB3,M82919, DB01589
GABRB3,M82919, DB01594
GABRB3,M82919, DB01595
GABRB3,M82919, DB01956
GABRB3,M82919, DB09017
GABRB3,M82919, DB09118
GABRB3,M82919, DB09166
GABRB3,M82919, DB11582
GABRB3,M82919, DB11859
GABRB3,M82919, DB12404
GABRB3,M82919, DB13335
GABRB3,M82919, DB13437
GABRB3,M82919, DB13643
GABRB3,M82919, DB13837
GABRB3,M82919, DB13872
GABRB3,M82919, DB14028
GABRB3,M82919, DB14672
GABRB3,M82919, DB14715
GABRB3,M82919, DB14719
GABRB3,M82919, DB15489
GABRB2,S67368,DB00818
GABRB2,S67368, DB01567
GABRB2,S67368, DB06716
GABRB2,S67368,DB00186
GABRB2,S67368, DB00189
GABRB2,S67368, DB00228
GABRB2,S67368, DB00231
GABRB2,S67368, DB00237
GABRB2,S67368, DB00241
GABRB2,S67368, DB00292
GABRB2,S67368, DB00306
GABRB2,S67368, DB00312
GABRB2,S67368, DB00349
GABRB2,S67368, DB00371
GABRB2,S67368, DB00402
GABRB2,S67368, DB00404
GABRB2,S67368, DB00463
GABRB2,S67368, DB00475
GABRB2,S67368, DB00546
GABRB2,S67368, DB00628
GABRB2,S67368, DB00683
GABRB2,S67368, DB00690
GABRB2,S67368, DB00753
GABRB2,S67368, DB00794
GABRB2,S67368, DB00801
GABRB2,S67368, DB00818
GABRB2,S67368, DB00829
GABRB2,S67368, DB00842
GABRB2,S67368, DB00897
GABRB2,S67368, DB01028
GABRB2,S67368, DB01068
GABRB2,S67368, DB01107
GABRB2,S67368, DB01159
GABRB2,S67368, DB01189
GABRB2,S67368, DB01205
GABRB2,S67368, DB01215
GABRB2,S67368, DB01236
GABRB2,S67368, DB01437
GABRB2,S67368, DB01489
GABRB2,S67368, DB01511
GABRB2,S67368, DB01544
GABRB2,S67368, DB01545
GABRB2,S67368, DB01553
GABRB2,S67368, DB01558
GABRB2,S67368, DB01559
GABRB2,S67368, DB01587
GABRB2,S67368, DB01588
GABRB2,S67368, DB01589
GABRB2,S67368, DB01594
GABRB2,S67368, DB01595
GABRB2,S67368, DB01956
GABRB2,S67368, DB09017
GABRB2,S67368, DB09118
GABRB2,S67368, DB09166
GABRB2,S67368, DB11582
GABRB2,S67368, DB11859
GABRB2,S67368, DB12404
GABRB2,S67368, DB13335
GABRB2,S67368, DB13437
GABRB2,S67368, DB13643
GABRB2,S67368, DB13837
GABRB2,S67368, DB13872
GABRB2,S67368, DB14028
GABRB2,S67368, DB14672
GABRB2,S67368, DB14715
GABRB2,S67368, DB14719
GABRB2,S67368, DB15489
PSMB1,D00761,DB00188
PSMB1,D00761, DB08889
PSMB5,D29011,DB00188
PSMB5,D29011, DB08889
PSMB2,D26599,DB08889
PDE4C,Z46632,DB00651
PDE4C,Z46632, DB05266
PDE4C,Z46632,DB09283
PDE4C,Z46632,DB01427
CACNB2,S60415,DB00270
CACNB2,S60415, DB00393
CACNB2,S60415, DB00401
CACNB2,S60415, DB00622
CACNB2,S60415, DB01023
CACNB2,S60415, DB01054
CACNB2,S60415, DB01115
CACNB2,S60415, DB01388
CACNB2,S60415, DB04855
CACNB2,S60415, DB06712
CACNB2,S60415,DB00228
CACNB2,S60415, DB11148
CACNB2,S60415,DB00252
CACNB2,S60415, DB00653
CACNB2,S60415, DB00825
CACNB2,S60415, DB09089
CACNB2,S60415, DB09231
CACNB2,S60415, DB09232
CACNB2,S60415, DB09236
CACNB2,S60415, DB09238
CACNB2,S60415,DB00273
CACNA1S,U30707,DB00270
CACNA1S,U30707, DB00393
CACNA1S,U30707, DB00401
CACNA1S,U30707, DB00568
CACNA1S,U30707, DB01023
CACNA1S,U30707, DB01054
CACNA1S,U30707, DB01388
CACNA1S,U30707, DB04855
CACNA1S,U30707, DB09090
CACNA1S,U30707, DB09229
CACNA1S,U30707,DB00228
CACNA1S,U30707, DB11148
CACNA1S,U30707,DB00252
CACNA1S,U30707, DB00653
CACNA1S,U30707, DB00825
CACNA1S,U30707, DB09089
CACNA1S,U30707, DB09231
CACNA1S,U30707, DB09232
CACNA1S,U30707, DB09236
CACNA1S,U30707, DB09238
CACNA1S,U30707,DB00273
CACNB4,U95020,DB00393
CACNB4,U95020, DB01388
CACNB4,U95020, DB04855
CACNB4,U95020,DB00228
CACNB4,U95020, DB11148
CACNB4,U95020,DB00252
CACNB4,U95020, DB00653
CACNB4,U95020, DB00825
CACNB4,U95020, DB09089
CACNB4,U95020, DB09231
CACNB4,U95020, DB09232
CACNB4,U95020, DB09236
CACNB4,U95020, DB09238
CACNB4,U95020,DB00273
CACNA1F,AJ006216,DB00393
CACNA1F,AJ006216, DB00568
CACNA1F,AJ006216, DB01388
CACNA1F,AJ006216, DB04855
CACNA1F,AJ006216, DB09229
CACNA1F,AJ006216,DB00228
CACNA1F,AJ006216, DB11148
CACNA1F,AJ006216,DB00252
CACNA1F,AJ006216, DB00653
CACNA1F,AJ006216, DB00825
CACNA1F,AJ006216, DB09089
CACNA1F,AJ006216, DB09231
CACNA1F,AJ006216, DB09232
CACNA1F,AJ006216, DB09236
CACNA1F,AJ006216, DB09238
CACNA1F,AJ006216,DB00273
CACNB3,X76555,DB00393
CACNB3,X76555, DB01388
CACNB3,X76555, DB04855
CACNB3,X76555,DB00228
CACNB3,X76555, DB11148
CACNB3,X76555,DB00252
CACNB3,X76555, DB00653
CACNB3,X76555, DB00825
CACNB3,X76555, DB09089
CACNB3,X76555, DB09231
CACNB3,X76555, DB09232
CACNB3,X76555, DB09236
CACNB3,X76555, DB09238
CACNB3,X76555,DB00273
CACNA1D,M76558,DB00270
CACNA1D,M76558, DB00393
CACNA1D,M76558, DB00401
CACNA1D,M76558, DB00568
CACNA1D,M76558, DB00622
CACNA1D,M76558, DB01023
CACNA1D,M76558, DB01054
CACNA1D,M76558, DB01115
CACNA1D,M76558, DB01388
CACNA1D,M76558, DB04855
CACNA1D,M76558, DB09229
CACNA1D,M76558,DB00228
CACNA1D,M76558, DB11148
CACNA1D,M76558,DB00252
CACNA1D,M76558, DB00653
CACNA1D,M76558, DB00825
CACNA1D,M76558, DB09089
CACNA1D,M76558, DB09231
CACNA1D,M76558, DB09232
CACNA1D,M76558, DB09236
CACNA1D,M76558, DB09238
CACNA1D,M76558,DB00273
ydbK,U00096,DB00698
HDAC1,U50079,DB02546
HDAC1,U50079, DB06176
HDAC1,U50079,DB05015
HDAC1,U50079, DB06603
HDAC2,U31814,DB00277
HDAC2,U31814, DB01223
HDAC2,U31814, DB01303
HDAC2,U31814, DB02546
HDAC2,U31814, DB06176
HDAC2,U31814, DB09091
HDAC2,U31814,DB05015
HDAC2,U31814, DB06603
HDAC3,U66914,DB02546
HDAC3,U66914,DB05015
HDAC3,U66914, DB06603
HDAC6,AF132609,DB02546
HDAC6,AF132609,DB05015
HDAC6,AF132609, DB06603
CALCB,BC092468,DB14040
CALCB,BC092468, DB14041
CALCB,BC092468, DB14042
TACR3,M89473,DB06429
TACR3,M89473, DB11692
FNTB,L00635,DB06448
FNTA,L10413,DB06448
PTGER3,S69200,DB00905
PTGER3,S69200, DB00917
PTGER3,S69200, DB00929
PTGER3,S69200, DB08964
PTGER3,S69200, DB11113
PIK3CA,Z29090,DB12015
PIK3CA,Z29090, DB12483
MTOR,L34075,DB00337
MTOR,L34075, DB00877
MTOR,L34075, DB01590
MTOR,L34075, DB06287
gyrB,X71437,DB01051
RHD,AM491130,DB11597
ftsI,K00137,DB00267
ftsI,K00137, DB00274
ftsI,K00137, DB00303
ftsI,K00137, DB00430
ftsI,K00137, DB00438
ftsI,K00137, DB01327
ftsI,K00137, DB01328
ftsI,K00137, DB01329
ftsI,K00137, DB01331
ftsI,K00137, DB01413
ftsI,K00137, DB01415
ftsI,K00137, DB01416
ftsI,K00137,DB00578
ftsI,K00137, DB01000
ftsI,K00137, DB01602
ftsI,K00137, DB09319
CDC60,AF293346,DB09041
CACNA2D2,AJ251368,DB00270
CACNA2D2,AJ251368, DB01244
CACNA2D2,AJ251368,DB00228
CACNA2D2,AJ251368, DB11148
P2RY2,U07225,DB04786
NS5b,Z97730,DB08934
PIK3CD,Y10055,DB05552
PIK3CD,Y10055, DB09054
PIK3CD,Y10055, DB11952
PIK3CD,Y10055, DB12483
PIK3CD,Y10055, DB14989
JAK2,AF058925,DB08877
JAK2,AF058925, DB08895
JAK2,AF058925, DB11817
JAK2,AF058925, DB12500
RET,X12949,DB00398
RET,X12949, DB08875
RET,X12949, DB08896
RET,X12949, DB09078
RET,X12949, DB15685
RET,X12949, DB15822
APEX1,X66133,DB04967
IL4R,X52425,DB12159
NOXO1,AF539796,DB05265
TOP2B,X68060,DB00694
S1PR5,AF331840,DB08868
S1PR5,AF331840, DB12612
IL13,X69079,DB12169
KLKB1,M13143,DB05311
KLKB1,M13143, DB06404
KLKB1,M13143, DB09228
KLKB1,M13143, DB12831
KLKB1,M13143, DB14597
KLKB1,M13143, DB15982
KCNJ8,D50312,DB00922
KCNJ8,D50312, DB01154
KCNJ8,D50312, DB01251
KCNJ8,D50312, DB01289
KCNJ8,D50312,DB11148
TLR4,U93091,DB13615
CDA,L27943,DB15694
EPCAM,M32325,DB09336
MC1R,X65634,DB04931
RRM2,X59618,DB00242
RRM2,X59618, DB05260
SIRT1,AF083106,DB15493
rplV,AE005174,DB01369
AMY2A,M18785,DB00284
por,Y09702,DB00507
DCK,M60527,DB01073
env,M21098,DB11796
IL6R,X12830,DB06273
IL6R,X12830, DB11767
IL6R,X12830, DB15762
PGF,BC007255,DB08885
ANXA3,M20560,DB00591
ANXA3,M20560, DB09095
ribC,X69109,DB00140
WEE1,U10564,DB11740
SIRT5,AF083110,DB04786
LEPR,U43168,DB09046
TEK,L06139,DB08896
TEK,L06139, DB14840
MAPK11,U53442,DB08896
APP,X06989,DB09148
APP,X06989, DB09149
APP,X06989, DB09151
PDE2A,BC040974,DB09273
ponA,X67873,DB01150
FFAR4,AY288417,DB13961
FOLR1,M28099,DB05595
FOLR1,M28099, DB15413
CPB2,M75106,DB11311
ITGB7,S80335,DB09033
IL23A,AF301620,DB11834
IL23A,AF301620,DB05679
IL23A,AF301620, DB14004
IL23A,AF301620, DB14762
TRPV3,AJ487035,DB00825
TRPV3,AJ487035, DB01744
TRPV3,AJ487035, DB11345
MAP3K1,AF042838,DB11967
PDCD1,L27440,DB09035
PDCD1,L27440, DB09037
PDCD1,L27440, DB14707
PDCD1,L27440, DB15627
PDCD1,L27440, DB16740
CHRNA7,AY641831,DB01221
MPL,M90102,DB05332
MPL,M90102, DB11995
MPL,M90102, DB13125
CD274,BC113736,DB11595
CD274,BC113736, DB11714
CD274,BC113736, DB11945
C3,AY513239,DB00028
C3,AY513239, DB16694
CD3D,X01451,DB00075
CD3D,X01451, DB09052
CD3G,BC113830,DB00075
CD247,BC025703,DB00075
IL5RA,AY642135,DB12023
MAPT,BN000503,DB01229
MAPT,BN000503, DB01248
MAPT,BN000503, DB14914
MAP4,BC015149,DB01229
MAP4,BC015149, DB01248
NPY,BC029497,DB00191
TNFRSF8,AY498860,DB08870
UL97,BK000394,DB06234
CD4,BC025782,DB00098
SLAMF7,BC027867,DB06317
JAK3,U57096,DB08877
JAK3,U57096, DB08895
JAK3,U57096, DB11817
CD19,BC006338,DB09052
CD19,BC006338, DB12530
CD19,BC006338, DB13881
CD19,BC006338, DB13915
CD19,BC006338, DB15699
GUCY2C,U20230,DB08890
PTH1R,BC112247,DB05084
CSNK1E,BC006490,DB14989
BDKRB2,BC074895,DB06196
CETP,M83573,DB06281
TNFSF11,AF013171,DB00480
TNFSF11,AF013171, DB06643
TLR8,BC101077,DB16580
PTGER4,BC113523,DB00917
PTGER4,BC113523, DB12836
SSTR2,BC095495,DB04894
SSTR2,BC095495, DB09099
SSTR2,BC095495, DB13925
SSTR2,BC095495, DB13985
SSTR2,BC095495, DB15494
SSTR2,BC095495, DB15873
SSTR3,BC096829,DB09099
SSTR3,BC096829, DB13985
SSTR3,BC096829, DB15494
CYP11A1,M14565,DB00357
TNNC2,X07898,DB01373
ATP6V1A,L09235,DB06733
ATP6V1A,L09235, DB06734
GGPS1,AB017971,DB00399
GGPS1,AB017971, DB00710
GGPS1,AB017971, DB06548
MR1,U22963,DB00098
ITGB1,X07979,DB00098
ITGAV,M14648,DB00098
ITGAV,M14648, DB00451
GUCY1A2,X63282,DB00435
GUCY1A2,X63282, DB01020
GUCY1A2,X63282, DB08931
GUCY1A2,X63282, DB09241
GUCY1A2,X63282, DB13170
GUCY1A2,X63282,DB09401
mrdA,X04516,DB00303
mrdA,X04516, DB00438
mrdA,X04516, DB01163
mrdA,X04516, DB01327
mrdA,X04516, DB01328
mrdA,X04516, DB01329
mrdA,X04516, DB01413
mrdA,X04516, DB01415
mrdA,X04516, DB01598
mrdA,X04516, DB06211
mrdA,X04516, DB09050
mrdA,X04516,DB00578
mrdA,X04516, DB01000
mrdA,X04516, DB01602
mrdA,X04516, DB09319
NISCH,AF082516,DB08838
NISCH,AF082516, DB09242
KCNK3,AF006823,DB00561
KCNK3,AF006823, DB01159
KCNK9,AF212829,DB00561
KCNK9,AF212829, DB01159
CHRNB4,U62439,DB01090
CHRNB4,U62439,DB00202
CHRNA3,M86383,DB00848
CHRNA3,M86383, DB01090
CHRNA3,M86383, DB05710
CHRNA3,M86383,DB00202
GABRG2,X15376,DB01205
GABRG2,X15376, DB01567
GABRG2,X15376,DB00186
GABRG2,X15376, DB00189
GABRG2,X15376, DB00228
GABRG2,X15376, DB00231
GABRG2,X15376, DB00237
GABRG2,X15376, DB00241
GABRG2,X15376, DB00292
GABRG2,X15376, DB00306
GABRG2,X15376, DB00312
GABRG2,X15376, DB00349
GABRG2,X15376, DB00371
GABRG2,X15376, DB00402
GABRG2,X15376, DB00404
GABRG2,X15376, DB00463
GABRG2,X15376, DB00475
GABRG2,X15376, DB00546
GABRG2,X15376, DB00628
GABRG2,X15376, DB00683
GABRG2,X15376, DB00690
GABRG2,X15376, DB00753
GABRG2,X15376, DB00794
GABRG2,X15376, DB00801
GABRG2,X15376, DB00818
GABRG2,X15376, DB00829
GABRG2,X15376, DB00842
GABRG2,X15376, DB00897
GABRG2,X15376, DB01028
GABRG2,X15376, DB01068
GABRG2,X15376, DB01107
GABRG2,X15376, DB01159
GABRG2,X15376, DB01189
GABRG2,X15376, DB01205
GABRG2,X15376, DB01215
GABRG2,X15376, DB01236
GABRG2,X15376, DB01437
GABRG2,X15376, DB01489
GABRG2,X15376, DB01511
GABRG2,X15376, DB01544
GABRG2,X15376, DB01545
GABRG2,X15376, DB01553
GABRG2,X15376, DB01558
GABRG2,X15376, DB01559
GABRG2,X15376, DB01587
GABRG2,X15376, DB01588
GABRG2,X15376, DB01589
GABRG2,X15376, DB01594
GABRG2,X15376, DB01595
GABRG2,X15376, DB01956
GABRG2,X15376, DB09017
GABRG2,X15376, DB09118
GABRG2,X15376, DB09166
GABRG2,X15376, DB11582
GABRG2,X15376, DB11859
GABRG2,X15376, DB12404
GABRG2,X15376, DB13335
GABRG2,X15376, DB13437
GABRG2,X15376, DB13643
GABRG2,X15376, DB13837
GABRG2,X15376, DB13872
GABRG2,X15376, DB14028
GABRG2,X15376, DB14672
GABRG2,X15376, DB14715
GABRG2,X15376, DB14719
GABRG2,X15376, DB15489
GABRG2,X15376, DB06579
GABRG1,AK122845,DB01567
GABRG1,AK122845,DB00186
GABRG1,AK122845, DB00189
GABRG1,AK122845, DB00228
GABRG1,AK122845, DB00231
GABRG1,AK122845, DB00237
GABRG1,AK122845, DB00241
GABRG1,AK122845, DB00292
GABRG1,AK122845, DB00306
GABRG1,AK122845, DB00312
GABRG1,AK122845, DB00349
GABRG1,AK122845, DB00371
GABRG1,AK122845, DB00402
GABRG1,AK122845, DB00404
GABRG1,AK122845, DB00463
GABRG1,AK122845, DB00475
GABRG1,AK122845, DB00546
GABRG1,AK122845, DB00628
GABRG1,AK122845, DB00683
GABRG1,AK122845, DB00690
GABRG1,AK122845, DB00753
GABRG1,AK122845, DB00794
GABRG1,AK122845, DB00801
GABRG1,AK122845, DB00818
GABRG1,AK122845, DB00829
GABRG1,AK122845, DB00842
GABRG1,AK122845, DB00897
GABRG1,AK122845, DB01028
GABRG1,AK122845, DB01068
GABRG1,AK122845, DB01107
GABRG1,AK122845, DB01159
GABRG1,AK122845, DB01189
GABRG1,AK122845, DB01205
GABRG1,AK122845, DB01215
GABRG1,AK122845, DB01236
GABRG1,AK122845, DB01437
GABRG1,AK122845, DB01489
GABRG1,AK122845, DB01511
GABRG1,AK122845, DB01544
GABRG1,AK122845, DB01545
GABRG1,AK122845, DB01553
GABRG1,AK122845, DB01558
GABRG1,AK122845, DB01559
GABRG1,AK122845, DB01587
GABRG1,AK122845, DB01588
GABRG1,AK122845, DB01589
GABRG1,AK122845, DB01594
GABRG1,AK122845, DB01595
GABRG1,AK122845, DB01956
GABRG1,AK122845, DB09017
GABRG1,AK122845, DB09118
GABRG1,AK122845, DB09166
GABRG1,AK122845, DB11582
GABRG1,AK122845, DB11859
GABRG1,AK122845, DB12404
GABRG1,AK122845, DB13335
GABRG1,AK122845, DB13437
GABRG1,AK122845, DB13643
GABRG1,AK122845, DB13837
GABRG1,AK122845, DB13872
GABRG1,AK122845, DB14028
GABRG1,AK122845, DB14672
GABRG1,AK122845, DB14715
GABRG1,AK122845, DB14719
GABRG1,AK122845, DB15489
GABRG1,AK122845, DB06579
GABRG3,S82769,DB01567
GABRG3,S82769,DB00186
GABRG3,S82769, DB00189
GABRG3,S82769, DB00228
GABRG3,S82769, DB00231
GABRG3,S82769, DB00237
GABRG3,S82769, DB00241
GABRG3,S82769, DB00292
GABRG3,S82769, DB00306
GABRG3,S82769, DB00312
GABRG3,S82769, DB00349
GABRG3,S82769, DB00371
GABRG3,S82769, DB00402
GABRG3,S82769, DB00404
GABRG3,S82769, DB00463
GABRG3,S82769, DB00475
GABRG3,S82769, DB00546
GABRG3,S82769, DB00628
GABRG3,S82769, DB00683
GABRG3,S82769, DB00690
GABRG3,S82769, DB00753
GABRG3,S82769, DB00794
GABRG3,S82769, DB00801
GABRG3,S82769, DB00818
GABRG3,S82769, DB00829
GABRG3,S82769, DB00842
GABRG3,S82769, DB00897
GABRG3,S82769, DB01028
GABRG3,S82769, DB01068
GABRG3,S82769, DB01107
GABRG3,S82769, DB01159
GABRG3,S82769, DB01189
GABRG3,S82769, DB01205
GABRG3,S82769, DB01215
GABRG3,S82769, DB01236
GABRG3,S82769, DB01437
GABRG3,S82769, DB01489
GABRG3,S82769, DB01511
GABRG3,S82769, DB01544
GABRG3,S82769, DB01545
GABRG3,S82769, DB01553
GABRG3,S82769, DB01558
GABRG3,S82769, DB01559
GABRG3,S82769, DB01587
GABRG3,S82769, DB01588
GABRG3,S82769, DB01589
GABRG3,S82769, DB01594
GABRG3,S82769, DB01595
GABRG3,S82769, DB01956
GABRG3,S82769, DB09017
GABRG3,S82769, DB09118
GABRG3,S82769, DB09166
GABRG3,S82769, DB11582
GABRG3,S82769, DB11859
GABRG3,S82769, DB12404
GABRG3,S82769, DB13335
GABRG3,S82769, DB13437
GABRG3,S82769, DB13643
GABRG3,S82769, DB13837
GABRG3,S82769, DB13872
GABRG3,S82769, DB14028
GABRG3,S82769, DB14672
GABRG3,S82769, DB14715
GABRG3,S82769, DB14719
GABRG3,S82769, DB15489
GABRG3,S82769, DB06579
GABRE,U66661,DB01567
GABRE,U66661,DB00186
GABRE,U66661, DB00189
GABRE,U66661, DB00228
GABRE,U66661, DB00231
GABRE,U66661, DB00237
GABRE,U66661, DB00241
GABRE,U66661, DB00292
GABRE,U66661, DB00306
GABRE,U66661, DB00312
GABRE,U66661, DB00349
GABRE,U66661, DB00371
GABRE,U66661, DB00402
GABRE,U66661, DB00404
GABRE,U66661, DB00463
GABRE,U66661, DB00475
GABRE,U66661, DB00546
GABRE,U66661, DB00628
GABRE,U66661, DB00683
GABRE,U66661, DB00690
GABRE,U66661, DB00753
GABRE,U66661, DB00794
GABRE,U66661, DB00801
GABRE,U66661, DB00818
GABRE,U66661, DB00829
GABRE,U66661, DB00842
GABRE,U66661, DB00897
GABRE,U66661, DB01028
GABRE,U66661, DB01068
GABRE,U66661, DB01107
GABRE,U66661, DB01159
GABRE,U66661, DB01189
GABRE,U66661, DB01205
GABRE,U66661, DB01215
GABRE,U66661, DB01236
GABRE,U66661, DB01437
GABRE,U66661, DB01489
GABRE,U66661, DB01511
GABRE,U66661, DB01544
GABRE,U66661, DB01545
GABRE,U66661, DB01553
GABRE,U66661, DB01558
GABRE,U66661, DB01559
GABRE,U66661, DB01587
GABRE,U66661, DB01588
GABRE,U66661, DB01589
GABRE,U66661, DB01594
GABRE,U66661, DB01595
GABRE,U66661, DB01956
GABRE,U66661, DB09017
GABRE,U66661, DB09118
GABRE,U66661, DB09166
GABRE,U66661, DB11582
GABRE,U66661, DB11859
GABRE,U66661, DB12404
GABRE,U66661, DB13335
GABRE,U66661, DB13437
GABRE,U66661, DB13643
GABRE,U66661, DB13837
GABRE,U66661, DB13872
GABRE,U66661, DB14028
GABRE,U66661, DB14672
GABRE,U66661, DB14715
GABRE,U66661, DB14719
GABRE,U66661, DB15489
GABRP,U95367,DB01567
GABRP,U95367,DB00186
GABRP,U95367, DB00189
GABRP,U95367, DB00228
GABRP,U95367, DB00231
GABRP,U95367, DB00237
GABRP,U95367, DB00241
GABRP,U95367, DB00292
GABRP,U95367, DB00306
GABRP,U95367, DB00312
GABRP,U95367, DB00349
GABRP,U95367, DB00371
GABRP,U95367, DB00402
GABRP,U95367, DB00404
GABRP,U95367, DB00463
GABRP,U95367, DB00475
